userName,score,date,ulasan
Quine channel,1,2021-08-01 01:14:34,Halah apaan gw udh bayar 100rb. Di tgl 31 juli. Gw pake riliv karna ngerasa bner2 butuh konsul ke psikolog saat itu juga karna gw udh ngedown parah. Terus dikasih pilihan jadwal konsul ama psikolog nya di tgl 4 atau 5 agustu. Gw minta di tgl nya dimajuin gk bisa katanya. Gila aja woy klo orng yg udh stress parah disuruh nunggu 4-5 hari udh keburu bunuh diri itu orang. Orng udh bayar itu tandanya dia lagi bner2 butuh saat itu juga. Klo disuruh nunggu 1 hari sih oke. Lah ini 4-5 hari. Situ mikir??
ilyasa,5,2021-07-28 13:47:58,Hai kak oliv. Mau nanya kak. Kan aku udh langganan riliv utk 2 bulan trs mau download konten2 di riliv biar nanti lebih hemat data. Itu nanti makek penyimpanan internal atau penyimpanan kartu sd ya kak utk konten2 yg telah didownload?
syahru romadhon,5,2021-07-27 16:07:32,Syukur ada yg bntu saya lebih tenang
AISYAH ACHRIJNA,5,2021-07-26 15:11:53,Terimakasih riliv
nanda try,4,2021-07-25 14:48:04,Tolong tambahkan mode gelap
Dealova Anarissa,5,2021-07-25 13:55:26,apk ini bagus banget! wajib download!
Jahara Aulia,5,2021-07-25 08:33:28,ngebantu bngt sih bisa curhat jga this is very cool and really recommended semoga kedepannya bisa lebih baik lagi and thanks for helping me
Zidana Zianida,5,2021-07-24 21:16:02,ada mode gelapnya ga sii? saran aja klo blm ada mode gelap tolong di adakan
Ahmad Rifai,5,2021-07-21 17:56:41,Riliv 👍 Sangat Bagus ⭐🙏
Fanji Putra,5,2021-07-20 13:30:32,Sangat baik
Syarifah Muadzah,5,2021-07-20 11:56:28,Terimakasih telah menciptakan aplikasi ini 🥰
A&H Project,3,2021-07-20 03:36:03,"Padahal apps bagus. Tp akhir"" ini bukannya jadi rileks, tp makin kesel gara"" appsnya lambat bgt loadingnya. Sering terputus"" ga jelas juga. Pdhl koneksi internet bagus. Buat youtube dan apps lain lancar."
Avelya Maharani Purnama,1,2021-07-20 02:10:59,"Buat Developer Yth... Ini Gimana ya?? Waktu mau daftar, saya daftar pakai google tdk bisa, trs saya beralih ke email.. Tp udah daftar berkali² sampe ganti email 3 kali kok ttp gak bisa daftar masuk apk?? (Proses login gagal 504) belum lagi loading nya sangat amat lama sekali. Mohon segera diperbaiki. Thanks.."
citra angraini,4,2021-07-20 01:44:10,Kenapa log in gagal terus?padahal perlu bgt sama aplikasinya karna membantu sekali
Kania oktavia robbani,3,2021-07-20 01:21:17,Loadingnya lama banget 😭😭😭
Hafati Roihatuz Zahro “Afa”,2,2021-07-19 19:04:04,Loading lama banget padahal sinyal full 😭
Hikmal Akbar,5,2021-07-18 14:37:59,👍
Nur Hidayah Salma,5,2021-07-17 13:23:03,"jatuh cinta sama aplikasinya, udah lama saya pakai aplikasinya, saya selalu ikuti perkembangan riliv, sekarang makin nyaman digunakan sehari hari karna banyak fiturnya. saya udah pakai dari masih kelas 9 SMP sekarang udah 11 SMA. Terima kasih, appnya membantu mengenal dan mengelola emosi di masa remaja saya!"
Riska Salsabilla,3,2021-07-17 11:49:04,"Masih blm bisa sampai skrg digunakan konselingnya udah dri siang pembayaran juga udah lunas, ini gmana?? Bisa pengembalian pembayaran ngak??"
Ade Afriansyah,5,2021-07-17 08:31:21,Ok
Itsme Pitaa,5,2021-07-17 02:33:52,Terbaik
suradi suradi,5,2021-07-16 08:35:20,Ok
damia ayesha zahra,5,2021-07-15 08:26:55,"Hai, nama aku damia umur aku 11 tahun aku mengalami bully dan sekang semjak..aku pake ini keren bisa tenang kan diri makasi aplikasih ini membantu love you😊"
Sabrina Prameswari,5,2021-07-15 04:48:19,yu pelukan yuu:(
Zika,5,2021-07-14 10:24:12,Ka mau bertanya untuk yg meditasi itu gratis tanpa berbayar apa nggk?
Tory Yulianto,5,2021-07-14 08:30:32,Mengatasi Masalah Dengan Solusi.
Samsung Baru,5,2021-07-11 21:36:22,Sahabat Maya bagi para introvert
Nadia Isnayanti,5,2021-07-11 03:12:15,"Alhamdulillah ada aplikasi riliv, membantu banget... Kalau ada kendala coba aja email atau kontak ke riliv nya, langsung dibantu kok... Makasih riliv"
Rizky Gumilang,5,2021-07-10 18:05:23,"Sangat berguna banget untuk jd pribadi yg bisa nerima keadaan tanpa menghakimi, lebib positif dan belajar mengenal diri sendiri"
Fauza,5,2021-07-09 21:00:23,App ini bener bener bantu aku melegakan rasa sakit akibat kekerasan psikis dari sekitar termasuk keluarga dan tetangga.saya sudah diagnosis depresi. Sehingga saya rentan bunuh diri. Terimakasih app ini sangat membantu saya
Haudri Arum,5,2021-07-08 05:58:26,Bener bener aplikasi yang sangat berguna Mau sungkem sama yang bikin
Luthfi Yuliana,5,2021-07-06 15:01:34,Ok
Diva Nadiya,5,2021-07-05 11:01:42,sukaaa banget
Runamayaalf,5,2021-07-03 15:01:21,"Mau sungkem sama yg buat apk ini , sangat membantu saya dalam belajar mengolah emosi dan menotivasi saya dalam hidup, saya merasa memountai temn bercerita , terimakasih riliv 😻😻😘"
Sarah Anggraeni,5,2021-07-02 09:11:46,Apk nya membantu banget banyak yng menarik aku kasih lima soalnya emng bagus banget yng mau benerin mental kalian harus download ini wajibb
Michael,5,2021-07-01 19:13:52,Ayooo semangat!!!!!!!
Ridho Pangestu,5,2021-06-30 23:14:57,Mudah di gunakan
ALYA HABIBAH,5,2021-06-30 07:20:32,Love full
Najwa intan Maharani,5,2021-06-28 13:54:09,Baguss
Elisa Diah Rahmawati,5,2021-06-27 16:07:41,Bikin nyaman dan sangat membantu
Nimas Galuh,5,2021-06-27 14:41:54,"Aplikasi yang sangat membantu dalam menenangkan pikiran, I like it. Bisa buat pelajaran, pengalaman, dan lain². Aku sangat merekomendasikan aplikasi ini Tetap semangat ya^^"
ρόν,4,2021-06-26 14:29:41,"Aplikasi ini membantu sekali! Tapi aku mau tanya, di aplikasi versi terbaru nggak bisa masukin kode referralnya ya?? Mohon bantuannya!"
Zhara Sasqia,4,2021-06-26 12:04:07,keren
Neheymya,5,2021-06-25 02:56:19,Terimakasih riliv fitur fitur nya menarik semua ☺️
Putri Alianti,5,2021-06-25 01:23:00,"Alhamdulillah,cuma mendengarkan diriku bisa merasa tenang"
Reayska Hermawan,5,2021-06-24 09:22:01,aplikasi ini membantu saya untuk menjadi lebih baik
Ainur Rohmah,5,2021-06-24 08:27:45,Sangat menyenangkan dan sangat membantu proses pemulihan saya
Enjelita Br Situmorang,5,2021-06-24 08:03:35,Sangat bermanfaat
040_Kherin Nisa,3,2021-06-24 02:31:36,Bintang 3 dulu deh
Jelita Sesya123,5,2021-06-23 16:20:48,Terimakasih riliv berkat aplksi ini saya mnjdi lebih tenang dalam keadaan apapun.
Nuris MS,4,2021-06-23 13:49:38,Kasih mode gelap! Dah gitu aja
Nurjamilah Azizah,2,2021-06-23 13:13:32,"Memuat data mulu, padahal udh di download"
Caneza,5,2021-06-23 09:15:44,terimakasih
Nabila Aulia,5,2021-06-23 07:27:17,Aku suka bgt gara gara apk ini aku bisa tidur nyenyak
Zafira Rahma,4,2021-06-23 06:44:58,Kasih bintang 4 dulu aja yya nanti kalau bagus ku kasih bintang 5
Tirania Ainul fitriana,5,2021-06-22 16:13:37,makasih udh ciptain apk ini☺️
Marsya Tiara,5,2021-06-22 15:38:26,Saya sangat suka dengan apk ini
taerin,5,2021-06-22 14:10:25,Sangat membantu:)
Nena putri amelia amel,5,2021-06-22 11:53:33,Bagus
Alvi Dwi sameru,5,2021-06-22 11:28:32,Sayang Riliv banyak banyak ❤️
chintya ariesta,5,2021-06-22 10:45:32,Good
NUR 'AINI,5,2021-06-22 08:42:20,Aplikasi.a bgs ccekali
Ariny haliza,3,2021-06-22 06:52:47,bagus.
dyah astika putri,3,2021-06-22 05:11:10,aplikasinya bayar gk?
Lia wahidah,5,2021-06-22 02:11:58,Terimakasih ☺
bbeela ainsley009,4,2021-06-21 23:35:05,"gabisa daftar , gagal terus kenapaa ya"
Nabila Romadona,5,2021-06-21 17:04:52,bagus bgt apk ini sumpahhhh aku ga bohong semuanya bisa kita lakuin
Vandico Elfredo Hutabarat,3,2021-06-21 15:14:50,knpa saat saya mau daftar akun error y?
Fiki Amalia,1,2021-06-21 15:08:02,"Aplikasi jelek, daftar aja ga bisa"
Alda Wiyah,5,2021-06-21 15:03:19,Kenapa saya tidak bisa mendaftar? Gagal terus
Rahmatia Subaid,2,2021-06-21 14:31:31,kok pas daftar gk jadi yaa? ada yang tau kenapaa
Sekar Putri A,4,2021-06-21 14:26:44,Kenapa si ga bisa daftar masuk ke gmail gagal trus
Shella Maharani,3,2021-06-21 14:25:45,Kenapa saya waktu daftar gagal terus ya min
Nico Hermawan,1,2021-06-21 14:23:10,Maaf bintang satu baru download terus mau daftar tapi gagal terus disuruh nunggu beberapa menit tapi hasil tetap sama padahal lagi butuh banget
ATIKA ARISTIA PUTRI,3,2021-06-21 14:10:29,Kenapa tidak bisa regis yaa?
Dwinurrahmawati,4,2021-06-21 14:01:01,Kok gagal daftar terus 🥺
Danu Kris,2,2021-06-21 13:58:27,Mengapa saya tidak dapat login ya?
Salsabila Shafa,1,2021-06-21 13:56:36,Mau daftar kok gagal trs kenapa yaa? Sedih deh huhu
imip,1,2021-06-21 13:56:14,Kenapa ngga bisa daftar?
fitria mileniaa90,1,2021-06-21 13:54:06,kenapa ga bisa daftar?
Putri Amelia,2,2021-06-21 13:50:09,Kenapa gagal mendaftarkan udh 10x loh kecewa
Jeyy,1,2021-06-21 13:50:00,"""Proses login gagal502"""
nayshella ca,1,2021-06-21 13:49:45,"Lagi butuk aplikasi ini buat nenangin diri eh malah gbisa login,pake 3 email ttp aja gk bisa"
Hany Chan,2,2021-06-21 13:48:11,Kok gk bisa daftar ya :(
Widyastuti Junaid,2,2021-06-21 13:46:08,Hai riliv..kok gak bisa login dan daftar ya?
Aditiya Nurdiawan,2,2021-06-21 13:45:21,Baru mulai aja udh banyak bug nya
MarlaniL Ansiga,3,2021-06-21 13:29:41,Gag bisa login
Ketek Lisa,2,2021-06-21 13:16:02,Asu mo ngobatin mental malah depresi gara gra gak bisa login
915_ Ni Wayan Pebriani,5,2021-06-21 13:15:00,"Maaf sebelumnya, terima kasih karena telah menciptakan aplikasi sebagus ini:), tapi kenapa ya akhir"" ini saya tidak bisa menggunakan aplikasinya dan ad tulisan proses login gagal. Terima kasih"
NVAL Traveller,2,2021-06-21 13:14:45,"Mau daftar kok eror terus ya min,gabisa terus"
Nabila Putri,1,2021-06-21 13:12:57,Ini kok proses gagal terus ya?
Ainun Fajrin,5,2021-06-21 13:06:08,Aplikasinya keren... Kalau kamu pengen meditasi gratis bisa paket kode referall YqAvTu
Niken Alfia,1,2021-06-21 13:04:27,Berbayar gak sih??
Syva Aulia Lestari,2,2021-06-21 12:13:46,Loadingnya lama bgt udh gitu proses gagal mulu
Fana Piuu,1,2021-06-21 12:03:03,"Tolong dong perbaiki Bru download awal nya bisa di pake Tpi tiba"" mau masuk lgi Login gagal,gk bisa liat apapun"
Jihan Aulia,2,2021-06-21 11:12:39,kenapa kalau memuat lama sekali
Nadila Permata sari,5,2021-06-21 11:09:24,Terimakasih berkat aplikasi ini saya bisa tenang sedikit
Risa Djafar,5,2021-06-19 19:20:26,Sangat membantu un🥰
azizzah 17,4,2021-06-18 14:18:38,Mau coba dulu
Amirulloh Hilal,5,2021-06-17 11:06:48,Bagus
Eka Risa R,5,2021-06-16 09:59:27,"Terimakasih riliv banyak membantu ku lebih baik, without you I do not know how be better feeling."
Vella Ve,5,2021-06-16 08:46:55,"Makasih riliv, tadi aku begitu cemas, gelisah dan perasaan-perasaan buruk lainya ada di diriku. Sampai aku bermeditasi dan perlahan-lahan hingga menemukan ketenangan jiwa"
Elvina Vii,5,2021-06-13 13:24:18,"Bagus bangeetttt, suka sama aplikasinya 🥺❤️"
Putri Erlina,5,2021-06-12 23:52:58,"aplikasi yg sgt keren, ketika ak belum buka aplikasi ini, tangan dan kakiku basah krn cemas, setelah meditasi ak lgsg tenang dan tangan kakiku tdk basah lagi"
goploe,5,2021-06-11 14:06:52,"Terimakasih sudah nyiptain aplikasi ini. Jadi bisa nulis tentang keluh kesah, suka duka setiap hari dan tanpa dibaca orang lain. Dan saya jadi bisa baca di lain waktu buat reminder."
Amina Bride,3,2021-06-10 15:37:21,"KENAPA GABISA PUTER LUCKY SPIN?!?!?! UDAH KEDUA KALI, PERTAMA YAUDAH IKHLASIN AJ MGKIN ERROR, KOK KE ULANGIN LGIIIIII, KOK GTU SIIIII, GABISA PENCET APA² PERNAH PENCET TOMBOL LUCKY SPIN NYA TERUS LOADING TERUS BALIK LAGI GA NGE SPIN JEHFDJFJDJDJFJFHSJFJ SEDIHHHH"
Lestari rl,3,2021-06-10 14:58:24,"Aplikasinya menarik, ada sesi meditasi dan instrument yg cukup membantu merilekskan pikiran. Ada sesi konseling juga bagi kalian yg memiliki beberapa hal/masalah yg barangkali perlu bantuan medis, dan ini cukup rekomend untuk kalian."
Alfa Helmet Grosir Cirebon,5,2021-06-10 13:59:38,❤️
Iyang Silvia,5,2021-06-09 11:37:28,"Terimakasih, ini sangat membantu."
Fadhil Masyur,5,2021-06-08 15:26:12,bagus
Rahman Ardiansyah,5,2021-06-07 10:45:31,sangat bagus
Puspa Ayu Gagar Mayang,5,2021-06-06 10:02:45,"bagus, banyak fiturnya"
Aria Mii,5,2021-06-05 20:57:35,"Terima kasih, Riliv! Saya bisa lebih segar nyaman dan tenang berkat aplikasi ini! Aplikasinya sangat membantu untuk kesehatan mental. Disini juga bisa meditasi dan konseling."
Ford Sherry,5,2021-06-03 14:20:07,"(cONcUN) silahkan dipakai kode refferal saya, lumayan dapat 7 hari gratis. Yuk yuk"
Bayu Ilham Sulaiman,4,2021-06-03 07:09:27,"Tambahkan meditasi untuk sakit hati, tolong kalo bisa jangan buat premium"
Desy Mielasari,5,2021-06-02 16:40:45,"Teman buat yoga,buat tidur, enak deh medetasinya"
Khofifah Nur Mega,5,2021-06-01 01:42:28,Aplikasi ini sangat membantu
Naufalx Kal'z,5,2021-05-31 22:42:56,"Apk ini mng bgs, Bisa bikin stress hlang. Nii kode refferal saya eICadX."
anya susanto,1,2021-05-31 14:11:25,"maaf harus jujur, super ga nyaman banget utk konsul disini. why ? cara penyampaian dari konselor buat aku ga nyaman, malah serasa kaya di pojokan bahkan di remehkan 😶 maaf ya ini honest review yang aku rasakan sebagai konsumen."
IGA Dwi Mahayoni,4,2021-05-30 17:11:10,"Terima kasih, karena dengan riliv saya dibantu agar pikiran tetap tenang. Saya sudah coba, dan manfaatnya bisa dirasakan sejak hari pertama menggunakan aplikasi ini. Buat user baru bisa pakai kode referral ini : CwtOWC 😊"
Mentari,5,2021-05-29 04:01:06,Aplikasi yg bermanfaat untuk mindfullness
Ayu Aesone,5,2021-05-27 13:37:34,Mudah² bisa memberikan q nasehat yg bisa membuat q lega...
Gita 30,5,2021-05-27 01:04:04,Semoga ini membatu 😊
Devi Nuraini,5,2021-05-26 23:58:23,Sangat membantu
Celestia Rn,5,2021-05-26 16:43:27,Bagus
Yuliati Suharso,1,2021-05-26 04:45:07,Menipu..konsultasi psikolog tarif 1jam baru 1 menit tiba2 selesai suruh beri rating...baru bicara dg mesin..balasan oleh mesin 1 menit lgsg tutup...👎
Call me Inner,4,2021-05-26 02:20:45,"hai guys tolong masukkan kode reveral zpBKoD, biar kita bsa saling membantu satu sama lain"
ARuMI,5,2021-05-25 03:00:00,Cukup membantu tidur lelap
meylaa meilani,5,2021-05-25 00:12:13,Aplikasinya bagus
Yani Srigiatni,5,2021-05-23 18:55:37,pake reverral ku ya 6nxiH0 :)
Rumi Sitepu,5,2021-05-22 10:20:59,Yuk saling membantu ini berguna banget loh Mqwzo3
Jihan Dwi,5,2021-05-20 09:02:11,"Bagus banget, cocok banget buat kamu yang mau nenangin diri, masukin kode ""rKVfJr"" ayo kita saling bantu"
Fitri Rahma,5,2021-05-17 15:21:48,Ok
muhammad hazmi adzhani,5,2021-05-16 14:08:40,App yang sangat Bagus
Sepasang Sepi,4,2021-05-16 06:20:09,"Ya, kesehatan batin saya mulai membaik, setelah beberapa ratus tahun lalu telah berantakan. Terima kasih telah menjadi bagian yang fana dalam dunia. Irsyad zain 2021"
Uswa insyaallah jdh ny hyunjin,5,2021-05-16 04:26:28,Apakh ini berbayar?
Dian Indriyani,5,2021-05-15 05:26:02,Masukan kode referal ini wjjOge
S L,1,2021-05-13 10:58:40,"Bgmcara meng-uninstall? Maaf, sy berhenti dulu"
tidak bisa jatuh cinta lagi,5,2021-05-13 08:40:17,👍
amandaa sn,4,2021-05-12 04:53:09,"Terimakasih, karena dengan app riliv ini aku jadi sedikit tenang."
Yr Channel,5,2021-05-12 01:57:40,"Terima kasih riliv, saya sangat terbantu dan jauh lebih tenang dari biasanya"
Indah Utami,5,2021-05-11 20:29:42,Lebih nyenyak tidur
Lawak Aldo,5,2021-05-10 14:56:13,"Aplikasinya bagus banget, membuat hidupku lebih tenang. Saran dari sya kalau bisa buatan meditasi untuk menghilangkan pobia. Terima kasih"
Nadya Nur Fadilah,5,2021-05-07 17:01:19,Cara log in nya gimana yaa? Ko gabisa²
Gharini Dhuha,5,2021-05-07 07:07:59,"selama aku pakai aplikasi ini semuanya oke oke aja ga ada masalah sama sekali , meditasi meditasi nya juga cukup ko buat aku yang ga terlalu punya banyak masalah soal diri , Membantu banget buat tenangin diri , dan ngebantu juga buat ningkatin kesadarsn diri , aku suka banget sama aplikasi ini karna cukup banyak fitur fitur yang menarikk , its really really worth it to install !! 🐰💜"
Nabila Kasogi,5,2021-05-06 08:31:45,Sangat membantu
Reva Vianasari,5,2021-05-05 12:32:43,Aplikasi yang sangat membantu⭐⭐⭐⭐⭐
Amara Keisha,5,2021-05-04 04:24:46,"App nya bagus banget, alhamdulillah sejak pakai ini aku jadi lebih tenang. Makasih Riliv😄"
Findi Adelia Putri,5,2021-05-03 21:12:38,Terimakasih riliv
Ratini Sandima,4,2021-05-02 13:38:44,cukup baik
Pipit Fitriani,5,2021-05-01 03:03:23,Sejauh ini sangat baik 😊 saya harap bisa membeli fitur berbayarnya
Masren Pakren,5,2021-04-29 03:11:23,Bener-bener membantu banget buat healing mental diri sendiri
Sofi Ramadhani,5,2021-04-28 18:15:57,"i love this app, membantu banget 😭❤❤❤❤❤❤❤"
Dewi Ghaliza,5,2021-04-28 15:31:56,"Mau buka semua konten di riliv, ayoo gunakan referalku : 1bqO8Z Nikmati setiap konten yang menarik dan benefit banget apalagi buat kamu yang lagi butuh menenangkan dan mengheal diri sendiri sebagai pertolongan pertama kita 😆"
NUR AZISA,5,2021-04-27 01:21:48,Thanks riliv 😭🤗🤗🤗👍
Farah Azkia Nurazizah,5,2021-04-26 11:49:20,"Sangat membantu, terimakasih"
Azizah Nur A.,5,2021-04-25 16:50:29,😁
putri cahaya,1,2021-04-25 01:34:35,Aplikasi berbayar smua ..males
Touka Cici,5,2021-04-22 07:29:56,Alhamdulillah
Fauziah Yunira,5,2021-04-21 16:54:51,sangat bagus membantu saya dikala pikiran penuh dan banyak yg tdk bisa sy tuntaskan. Makin inspiratif yah riliv ✨
Neymar Ayshanna,5,2021-04-21 15:33:37,Bagus
B 32. قطر الندى,5,2021-04-21 07:38:05,Bagus
Danniel Bathara,5,2021-04-20 23:53:06,Panduan meditasi yang baik!! Terimakasih✨
windyputrifananty 19,5,2021-04-20 15:50:39,Ini sangat membantu. Terimakasih telah membuat aplikasi seperti ini❤
Wina Gari,4,2021-04-17 17:27:13,"Suka sih sama aplikasinya, cuma kok ga bisa tersambung ke internet. Padahal jaringan bagus loh 😭"
Sonya Ekq Saputri,5,2021-04-17 17:27:01,💖
Antonius Widi Nugraha,5,2021-04-16 22:38:15,"Aplikasinya sangat bermanfaat membantu mereda umat manusia mengalami rasa stres, cemas, dll"
Naswa Manuella,5,2021-04-16 11:56:30,sukaaaaakk bangettt... pikiran ku menjadi tenang lagi... terimakasih Riliv💕❤
Atin Fitri,5,2021-04-14 02:29:31,"Baru download 2 hari, aplikasi yang bagus bangeet. Cocok buat yang susah tidur :)"
salma,5,2021-04-12 06:14:24,"Terima kasih, dengan ini saya merasa rileks"
Nico Christanto,5,2021-04-11 15:38:58,Bagus
nabiella nabiella,5,2021-04-11 06:27:31,Membantu sekali!! Nyesel baru tau app yg membantu memperbaiki mental sabagus ini ❤️
034_ILKOMB_TIWIMUSTIKADEWI,5,2021-04-10 13:14:57,Aplikasi yang sangat bermanfaat. Terima kasih riliv.
Siti Naili Rif'ah Annajah,5,2021-04-09 05:17:35,Hari ketiga download riliv. Alhamdulillah langsung langganan paket meditasi setahun. Lumayan jadi reminder dan journal saat gabisa cerita ke orang lain. Thanks founder and all staff for creating this amazing app ❤️ God bless you all
Devi Febrian,5,2021-04-08 13:55:35,Semoga membantuu
Ale Winata,5,2021-04-07 20:08:14,Masukan kode (jApcso) Aplikasi yg bagus untuk membangun mood jadi lebih baik
Axl Towty,5,2021-04-07 15:13:53,Aplikasi ini sungguh sangat membantu. Aplikasi ini jd temanku disaat aku ngga punya siapa2
Firda Zuraida,5,2021-04-07 09:18:52,"Pertama udah suka banget, berasa lebih enteng dan tenang.. terimakasih riliv"
Azharul Alia,1,2021-04-07 04:50:31,gak seru ah masak diharuskan nyantumin nomer handphone
Siswandi SE,5,2021-04-03 13:52:56,Bagus..
Nurul Khalizah,5,2021-04-02 15:02:27,Sangat membantu
dalista ara,5,2021-04-02 09:08:12,bagus
Aulia Nadhifah,5,2021-04-02 05:04:02,Aplikasi ini bagus sekali
Alfin Agustin Andini,5,2021-04-02 04:42:54,Aplikasi ini membuat pikiran saya menjadi tenang. Membuat saya bisa melepaskan emosi dan energi negatif yang ada. Juga membuat saya menjadi semakin bijak serta mengenal diri dan perasaan yang saya rasakan.
Rodiatul Mutmainnah,5,2021-03-30 22:24:21,Bagus
Nz Nice,5,2021-03-29 16:28:36,Sangat membantu
zikroh siti pramitha,5,2021-03-29 11:55:29,"suka bgt , apalagi tentang meditasi nya , hihi <3"
Muhammad Khilmi Khamdani,5,2021-03-29 00:58:03,Suka
miyako kenji,5,2021-03-28 13:39:59,"Cak xem, apliksimu mantap! Suwun 😂"
Sio Vilar,5,2021-03-28 09:00:04,Let's Trying
Rifdah Aufa Destiani,5,2021-03-27 12:44:03,"Aplikasi yang bagus dan terbaik👍 Saya sangat menyukainya, saya belum menemukan kekurangan dari aplikasi ini. Terima kasih Riliv"
Nadine's here!,5,2021-03-26 15:31:01,"Semoga dpt menyembuhkan depresi saya, saya yakin riliv ini dapt berkembang lebih maju"
N Area,5,2021-03-25 07:36:31,Suka
Tamimah,5,2021-03-24 02:38:14,"Bagus banget, pertama kali coba langsung ngerasain manfaatnya Terima kasih😍"
adinda dwi wulandari,5,2021-03-23 06:46:55,Bagus
Enemyyx,5,2021-03-23 02:35:13,"Sangat memuaskan, dan bisa membuat diri lebih tenang"
shonia irawan,2,2021-03-22 12:12:52,Semua secara umum ok. Kecuali pas konsultasi. Jam masuk terlambat dan sangat amat tidak profesional jawaban nya. Kesan nya malah menyalahkan. Mending cari apk lain klo mau konsultasi psikolog online. Untung cuma ambil paket 1x. Klo lebih berasa rugi pake bgt. Cus uninstall.
